Ticker,BM Ratio
A,0.12727646166817025
AAL,-0.3223158933182481
AAP,0.34499619837399437
AAPL,0.031368270419618094
ABBV,-0.030658437416423157
ABC,0.11895257749937647
ABMD,0.093654251096607
ABT,0.16816488824758918
ACN,0.08588688552241851
ADBE,0.061558447168307946
ADI,0.15207040082077894
ADM,0.38856369338948793
ADP,0.05443966939120947
ADSK,-0.003259565981715503
AEE,0.337782931696256
AEP,0.3798790765589995
AES,0.15057530255437732
AFL,0.7080302827133886
AIG,1.537433193337223
AIZ,0.6379809569494233
AJG,0.1331388654888498
AKAM,0.2586136617881166
ALB,0.1300629634706753
ALGN,0.15493579401184934
ALK,0.7447162075318191
ALL,0.7435283079534988
ALLE,0.07407165554258795
AMAT,0.11634044256498431
AMCR,0.26759418607125074
AMD,0.02371174512531817
AME,0.19499958552030333
AMP,0.23540398235586482
AMT,0.030844237302829786
AMZN,0.051492901258080766
ANET,0.0799732960350208
ANSS,0.15761427365018887
AON,0.054459279838297785
AOS,0.1872429908939541
APA,0.26371579036313625
APD,0.20544636284122844
APH,0.1018541708838291
APTV,0.1564628320599664
ARE,0.37930617681584206
ATO,0.3959435968687449
ATVI,0.21211112792636924
AVB,0.39188740868526417
AVGO,0.12284593828187129
AVY,0.07909682727345707
AWK,0.23087447696439362
AXP,0.18951173401631324
AZO,-0.04081939236940303
BA,-0.10700297600746639
BAC,0.9996822472328427
BAX,0.26891105664734644
BBY,0.21910079360656512
BDX,0.2905531935677024
BEN,0.7726321949671998
BIIB,0.43990675813642993
BIO,0.44274111719913256
BK,1.2488481931846092
BKNG,0.0531720740926615
BKR,0.4564725549731068
BLK,0.3354692220766223
BMY,0.3420850294277055
BR,0.06050619245952667
BRO,0.19705736412970679
BSX,0.2409765852442165
BWA,0.5385745702082458
BXP,0.4923954237850038
C,2.0618312357747954
CAG,0.4761089155312287
CAH,0.05188074327202461
CARR,0.0815335207774203
CAT,0.14916463988964432
CB,0.6581474109561739
CBOE,0.2627139607387025
CBRE,0.24986070448035058
CCI,0.13774991694272057
CCL,2.1116047154866124
CDAY,0.21518942483242942
CDNS,0.04666091618070218
CDW,0.039109021141119554
CE,0.21034964697774908
CF,0.13493580873277583
CFG,1.224043872530461
CHD,0.1381144103802516
CHRW,0.1117438003229058
CHTR,0.4449967955905111
CI,0.5192009269506499
CINF,0.5207235164862852
CL,-0.001733044865674042
CLX,0.039227864356658364
CMA,0.7094866781490353
CMCSA,0.49978068191773234
CME,0.37736747962595313
CMG,0.038718950307592405
CMI,0.23543186121959092
CMS,0.2642691140234518
CNC,0.4573685435399123
CNP,0.3511648342911812
COF,1.4436913222877783
COO,0.2600324762977404
COP,0.22663342286526977
COST,0.07190667105305705
CPB,0.17340444107601952
CPRT,0.08242949594417093
CPT,0.2664485605641469
CRL,0.16196124001123202
CRM,0.2281518194222807
CSCO,0.19278161237328337
CSX,0.17647567844982368
CTAS,0.08169492409217699
CTLT,0.1799242770776349
CTRA,0.0895368221530622
CTSH,0.3284763466941662
CTVA,0.5476502106536938
CTXS,-0.016761344248425687
CVS,0.5030721265727133
CVX,0.4731665872235451
CZR,0.12688843700435626
D,0.45224819886630857
DAL,0.7386970832328483
DD,1.450662425360827
DE,0.10766764982462698
DFS,0.36176653363595795
DG,0.1320038609585171
DGX,0.3839635947572186
DHI,0.43044351983584894
DHR,0.15944817034748662
DIS,0.4470458843863139
DISH,1.282784758054622
DLR,0.4639901092897957
DLTR,0.21374857163007077
DOV,0.1645732535626558
DOW,0.3608584553897215
DPZ,-0.2567507558221997
DRE,0.22039219242912075
DRI,0.1559768366706631
DTE,0.46680721014796006
DUK,0.5665585577870009
DVA,0.2521173964824981
DVN,0.08769279953181607
DXC,0.812945955817689
DXCM,0.03010825526699519
EA,0.21140618623982624
EBAY,0.08775651810305884
ECL,0.19333247531094697
ED,0.5217839453327028
EFX,0.1053466003851042
EIX,0.5169444264813365
EL,0.0488449279260031
EMN,0.5454728619168896
EMR,0.1576471704356881
ENPH,0.008525517988350256
EOG,0.30753146698027684
EPAM,0.07048247847174373
EQIX,0.14776781988188872
EQR,0.3710958136859902
ES,0.4222150775110352
ESS,0.3507782441556495
ETN,0.26239544576884355
ETR,0.435141818124614
ETSY,0.0314855272557462
EVRG,0.5395775570555883
EW,0.07091936425896841
EXC,0.7402219161549712
EXPD,0.12017457712885657
EXPE,0.14617797437450603
EXR,0.08627530971802914
F,0.49414951295813364
FANG,0.552568351345397
FAST,0.09164859264147912
FBHS,0.3025652016430677
FCX,0.22146453261821714
FDS,0.043534571146238425
FDX,0.347702758969201
FE,0.298764876291537
FFIV,0.21797167363484632
FIS,0.8981515850326353
FISV,0.49099652570235475
FITB,0.948831950346167
FLT,0.1792050656375576
FMC,0.20134842205886241
FOX,0.5592603711101153
FOXA,0.5618745368651632
FRC,0.3600584224253104
FRT,0.30788804417669696
FTNT,0.014264555775498922
FTV,0.3263915894818514
GD,0.21262520444184022
GE,0.4471141092252441
GILD,0.27475240297059633
GIS,0.1654770738111604
GL,0.6848704950612671
GLW,0.43197345052161623
GM,0.7067488822471398
GNRC,0.07215973021770986
GOOG,0.14415811732103304
GOOGL,0.1441686707433724
GPC,0.15438330382871573
GPN,0.8074465661012514
GRMN,0.2893205285996382
GS,0.8238037048182077
GWW,0.06372870176365128
HAL,0.2581688313492936
HAS,0.25087525462787125
HBAN,0.617261532362507
HCA,-0.05306282896689563
HD,-0.01180968574428021
HES,0.1972407695948413
HIG,0.7298375396820501
HII,0.1805437772687695
HLT,-0.026671009103804044
HOLX,0.12324481144885416
HON,0.13793289216608595
HPE,0.9965442884322819
HPQ,-0.0566529636965168
HRL,0.23429449064813018
HSIC,0.30472905556992463
HST,0.5610171104246356
HSY,0.03606096059943917
HUM,0.20209139960285974
HWM,0.33058051919751336
IBM,0.1731652475664461
ICE,0.3039099904880648
IDXX,0.0037983919523156377
IEX,0.14757554893457844
IFF,0.2113839869703747
ILMN,0.1487580136631992
INCY,0.12332332551515668
INTC,0.5930701625401968
INTU,0.04024554373952369
IP,0.4590669005937516
IPG,0.23850185720176617
IQV,0.14234511667750277
IR,0.45955994391089455
IRM,0.07375711875413159
ISRG,0.11804497161333143
IT,0.03955484569894503
ITW,0.037714218824568095
IVZ,1.8568652056753163
J,0.3582131954729739
JBHT,0.1269758017736317
JCI,0.47764893887142995
JKHY,0.10813002648702555
JNJ,0.1414278951177914
JNPR,0.4875505404704112
JPM,0.7871511868397509
K,0.11057951304847206
KDP,0.4189585604730246
KEY,1.0682764003994163
KEYS,0.10622175918414002
KHC,1.111186580624757
KIM,0.3723459358704447
KLAC,0.049186086471862754
KMB,-0.0038514056150448167
KMI,0.8053834190015422
KMX,0.27176512496788957
KO,0.06803877336223688
KR,0.26575352153888504
L,1.2800186664052295
LDOS,0.25927379088762675
LEN,0.740797318573834
LH,0.3441587064682736
LHX,0.5044198281646777
LIN,0.32694912062390596
LKQ,0.3431175304357233
LLY,0.010665015739855056
LMT,0.03091858890332044
LNC,2.1428379767158914
LNT,0.3581312774508301
LOW,0.014026319237040048
LRCX,0.07892480249600076
LUV,0.42285082732199963
LVS,0.16218813954371145
LW,0.023921296183898183
LYB,0.274912085787513
LYV,0.04181008641008727
MA,0.017423556172402724
MAA,0.30870384070342205
MAR,-0.00040844141037231746
MAS,-0.030574606245179475
MCD,-0.049540198047014025
MCHP,0.159636751340991
MCK,0.09733107399238836
MCO,0.011274615689435693
MDLZ,0.30454158650347013
MDT,0.437985522589506
MET,1.3790542836149633
META,0.24044031378186123
MGM,0.6539822441443743
MHK,1.14750980242598
MKC,0.15740189961671497
MKTX,0.08716893409632091
MLM,0.24664246119070513
MMC,0.09109366973068074
MMM,0.14281010614739015
MNST,0.0832502869131803
MO,0.08061559839822754
MOH,0.08383661609464435
MOS,0.45971476463446054
MPC,0.4977737929247055
MPWR,0.04224738071497176
MRK,0.11880436883978007
MRNA,0.03131598473570112
MRO,0.7045653394235356
MS,0.5624600694940798
MSCI,-0.009912772166148663
MSFT,0.05975326014219852
MSI,-0.02355221538792185
MTB,0.4988091104114485
MTCH,0.15728371904058833
MTD,0.011464899082898716
MU,0.6065636321708516
NCLH,0.8318518113625893
NDAQ,0.1849597710057526
NDSN,0.12855487949361716
NEE,0.21743661560916985
NEM,0.6709282939013828
NFLX,0.08505056109081238
NI,0.477240319236897
NKE,0.055260520450791314
NLOK,0.0007829042453542638
NLSN,0.20385421084704697
NOC,0.1223139956690365
NOW,0.026688931148137487
NRG,0.1602965357674469
NSC,0.2623914070490915
NTAP,0.0180273071942009
NTRS,0.5557707982621392
NUE,0.2990592302070375
NVDA,0.0389306795717647
NVR,0.17923494958554803
NWL,0.47884540308413037
NWS,0.7978336945702637
NWSA,0.797395341592631
NXPI,0.2149550946456169
O,0.24758019244510795
ODFL,0.0990854889633111
OKE,0.21002116243531974
OMC,0.18076645743677425
ON,0.11210313583231027
ORCL,0.07234024716397919
ORLY,0.0024492724822371068
OTIS,-0.1596247932730128
OXY,0.48953214972677267
PAYC,0.029307463620256675
PAYX,0.06239801291459998
PCAR,0.31784470377447205
PEAK,0.5166158470390968
PEG,0.47388103430071465
PENN,0.2690160329515348
PEP,0.056700164442547094
PFE,0.2514100905867229
PFG,0.6988942023212306
PG,0.13770711575971392
PGR,0.1978942718441516
PH,0.18559265302163544
PHM,0.5935300260640554
PKG,0.2465699444381343
PKI,0.16334609987178092
PLD,0.355338300652221
PM,-0.08632295322008031
PNC,0.7610069283753956
PNR,0.2606718151318451
PNW,0.6358666691458572
POOL,0.026546058904242227
PPG,0.16122356433293614
PPL,0.6161687755663553
PRU,1.721677656930352
PSA,0.1552759278886366
PSX,0.5136152779224236
PTC,0.09598482647307024
PVH,1.5857843293058353
PWR,0.20212093955631502
PXD,0.20632872002154642
PYPL,0.1524154245585372
QCOM,0.02130666978892586
QRVO,0.47341199758943664
RCL,1.02886184812454
RE,0.8034555168467847
REG,0.5985256683474938
REGN,0.18960166594284347
RF,0.8702265584896876
RHI,0.13547746979360736
RJF,0.30497426517506865
RL,0.4433684432190002
RMD,0.07125751117872377
ROK,0.02265340606337797
ROL,0.04818834197644678
ROP,0.22566389237201673
ROST,0.11043869108350361
RSG,0.1794815920806466
RTX,0.30338708609238635
SBAC,-0.12358963688118776
SBNY,0.4456798682064401
SBUX,-0.07876561514842476
SCHW,0.19850234426435606
SEDG,0.05529342718399194
SEE,-0.023363585783487344
SHW,0.05477258680144403
SIVB,0.30195129528584597
SJM,0.5409265138052793
SLB,0.2985999524972589
SNA,0.28799061781843227
SNPS,0.08447291525554355
SO,0.33646875014450284
SPG,0.05853436453103717
SPGI,-0.0021504495638335016
SRE,0.3855760579664463
STE,0.16983393663861082
STT,0.960800396549725
STX,0.13357543817895917
STZ,0.2618347472087959
SWK,0.6984691919376701
SWKS,0.2659168517682796
SYF,0.7867779796453909
SYK,0.17026267162107564
SYY,0.049415620659723956
T,1.4176618667910048
TAP,1.1376617155827762
TDG,-0.13086104047023425
TDY,0.15991206885968287
TECH,0.10182883588682547
TEL,0.2297974231639339
TER,0.12225749223987036
TFC,1.0590322715835379
TFX,0.2902769131482964
TGT,0.1508270266143121
TJX,0.0652509458575526
TMO,0.13364961315161358
TMUS,0.16049814444670557
TPR,0.30911673662906697
TRMB,0.20158663959221185
TROW,0.2427235367851988
TRV,0.6493777371276773
TSCO,0.06580001049158164
TSLA,0.010929550415275702
TSN,0.5354890028441309
TT,0.1614535766721843
TTWO,0.12784925865922284
TWTR,0.29830924784796253
TXN,0.05179232839699129
TXT,0.42796542405131754
TYL,0.11440358537921239
UAL,0.846481219740804
UDR,0.14266129855315118
UHS,0.7760135942079694
ULTA,0.08223495139252769
UNH,0.11723283120772703
UNP,0.11346573422891193
UPS,0.019499736439883612
URI,0.1830528253257153
USB,0.7594598512428593
V,0.08305232364662421
VFC,0.2107779841238585
VICI,0.24312014977692134
VLO,0.42652262156100257
VMC,0.25442349055520896
VNO,1.3016596023186353
VRSK,0.07055018668171469
VRSN,-0.07271522281697057
VRTX,0.08774389609674402
VTR,0.5585017965608549
VZ,0.3410658690496741
WAB,0.6158352948141904
WAT,-0.019101249093915442
WBA,0.7838223648916746
WDC,0.7198204037018604
WEC,0.3143710667729656
WELL,0.4566059346864386
WFC,1.109890144724479
WHR,0.3656989589574596
WM,0.0959623823116774
WMB,0.30254986807074224
WMT,0.1851591123124187
WRB,0.3207179912032923
WRK,1.1356470443230515
WST,0.06851689857750805
WY,0.32104025225277116
WYNN,0.1897432368165026
XEL,0.32338432178942667
XOM,0.46356574793968025
XRAY,0.6839543015257141
XYL,0.17214233729468684
YUM,-0.2568853900447368
ZBH,0.537638028708275
ZBRA,0.11094621216212776
ZION,0.9106438076221082
ZTS,0.03755496696111917
